job_title,job_description,skills_extracted,location,experience,role_category,source_dataset
Market Analyst,"Analytical, Investor Relations, Public Relations, Market Research, secondary research, operations, data collection, with numbers","Analytical, Investor Relations, Public Relations, Market Research, secondary research, operations, data collection, with numbers",Jaipur,2-5,Data Science,Naukri
Global Operational Support Analyst,"Data analysis, operational support, Excel, Process improvement, data integrity, MS Word, Powerpoint, Application software","Data analysis, operational support, Excel, Process improvement, data integrity, MS Word, Powerpoint, Application software",Chennai,1-5,Data Science,Naukri
Market Analyst,"Analytical, Public Relations, Investor Relations, Market Research, secondary research, operations, good with numbers, data collection","Analytical, Public Relations, Investor Relations, Market Research, secondary research, operations, good with numbers, data collection","Jaipur, Raipur",2-5,Data Science,Naukri
Market Analyst,"Analytical, Market Research, Public Relations, Investor Relations, Analytical skills, Report writing, Writing skills, Data collection","Analytical, Market Research, Public Relations, Investor Relations, Analytical skills, Report writing, Writing skills, Data collection",Raipur,2-5,Data Science,Naukri
Business Analyst,"MySQL, Python, Gap Analysis, Administration, Power Bi, Business Analytics, Requirement Gathering, Data StudioTableau","MySQL, Python, Gap Analysis, Administration, Power Bi, Business Analytics, Requirement Gathering, Data StudioTableau","Pune, Mumbai (All Areas)",1-5,Data Science,Naukri
Market Analyst,"secondary research, operations, product development, good with numbers, market research, analytical skills, public relations, data collection","secondary research, operations, product development, good with numbers, market research, analytical skills, public relations, data collection","Jaipur, Raipur",2-5,Data Science,Naukri
Hiring For Business Analyst/Functional Analyst For Kharadi Pune,"Data Visualization, Team Leading, agile, Data Preparation, Business Analysis, visualization, FA, Power BI","Data Visualization, Team Leading, agile, Data Preparation, Business Analysis, visualization, FA, Power BI",Pune,8-13,Data Science,Naukri
Operations Analyst,"data analysis, Excel, analytical, Supply chain, Analytical skills, Interpersonal skills, Operations Analyst, MIS","data analysis, Excel, analytical, Supply chain, Analytical skills, Interpersonal skills, Operations Analyst, MIS",Gurgaon/Gurugram,5-7,Data Science,Naukri
Market Analyst,"Analytical, Market Research, Public Relations, Investor Relations, secondary research, operations, good with numbers, data collection","Analytical, Market Research, Public Relations, Investor Relations, secondary research, operations, good with numbers, data collection","Jaipur, Raipur",2-5,Data Science,Naukri
Market Analyst (Male/ Female),"excel, secondary research, investor relations, market research, feedck, data collection, market analyst, report writing","excel, secondary research, investor relations, market research, feedck, data collection, market analyst, report writing","Jaipur, Raipur",2-5,Data Science,Naukri
Market Analyst,"secondary research, operations, investor relations, good with numbers, market research, public relations, data collection, market analyst","secondary research, operations, investor relations, good with numbers, market research, public relations, data collection, market analyst",Raipur,2-5,Data Science,Naukri
Python Developer - Microservices Architecture,"Microservices Architecture, micro - service architecture, Rabbit MQ, NumPy, Scikit, Postgres, SMS API's, communication","Microservices Architecture, micro - service architecture, Rabbit MQ, NumPy, Scikit, Postgres, SMS API's, communication","Guwahati, Hyderabad/Secunderabad, Chennai, Jaipur, Bangalore/Bengaluru, Delhi / NCR, Haryana, Gujarat, Goa",1-2,Data Science,Naukri
Process Trainer,"Training Management, BPO, non voice, Training Analysis, Training Delivery","Training Management, BPO, non voice, Training Analysis, Training Delivery","Tirunelveli, Chennai, Bangalore/Bengaluru(Vidyaranyapura), Vellore",2-5,Data Science,Naukri
Datawarehouse Developer,"Advanced Analytics, Machine Learning, SAS, Communication, quantitative modelling, Excel, Splus, data management","Advanced Analytics, Machine Learning, SAS, Communication, quantitative modelling, Excel, Splus, data management",Bangalore/Bengaluru,4-7,Data Science,Naukri
Leadership role _ ML Architect/Ops,"ML Architect, ML Ops, Machine Learning Algorithms","ML Architect, ML Ops, Machine Learning Algorithms",Bangalore/Bengaluru,8-13,Data Science,Naukri
Python developer - remote,"Pyspark, Linux, Django, Python, Flask, Data science, API, ETL","Pyspark, Linux, Django, Python, Flask, Data science, API, ETL","Kolkata, Bangalore/Bengaluru, Delhi / NCR",2-7,Data Science,Naukri
H1B Visa- Python Developer-H1B Transfer Cases,"Hibernate, Javascript, Spring Boot, IT Skills, Python, Software Development, Testing, Cloud","Hibernate, Javascript, Spring Boot, IT Skills, Python, Software Development, Testing, Cloud","Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",7-12,Data Science,Naukri
Consultant,"Supply chain, Computer science, Business services, Data analysis, Agile, Scheduling, Data quality, Operations","Supply chain, Computer science, Business services, Data analysis, Agile, Scheduling, Data quality, Operations",Mumbai,5-10,Data Science,Naukri
Opening For Manager Machine Learning,"cloud environment, Machine Learning","cloud environment, Machine Learning",Pune,2-7,Data Science,Naukri
Databricks Developer,"python, Data Bricks, Data Warehousing","python, Data Bricks, Data Warehousing","Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",3-7,Data Science,Naukri
Azure and GCP,"cassandra, spark, flume, pyspark, hadoop","cassandra, spark, flume, pyspark, hadoop","Pune, Bangalore/Bengaluru",2-7,Data Science,Naukri
Infocepts hiring For Bigdata Developer,"SPARK STREAMING, HBase, NiFi, Kafka, Python, Spark, IT Skills, Big Data","SPARK STREAMING, HBase, NiFi, Kafka, Python, Spark, IT Skills, Big Data","Pune, Chennai, Bangalore/Bengaluru",4-9,Data Science,Naukri
Cloud Architect,"Telecom, VMware, Automation, JBoss, Configuration management, Shell scripting, DNS, HTML","Telecom, VMware, Automation, JBoss, Configuration management, Shell scripting, DNS, HTML","Mumbai, Chennai, Bangalore/Bengaluru",10-12,Data Science,Naukri
Python Developer,"python, Linux, Jira, Django, Agile, REST API, Azure Data Factory, Azure Cloud","python, Linux, Jira, Django, Agile, REST API, Azure Data Factory, Azure Cloud","Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3-8,Data Science,Naukri
Python Developer,"object oriented programming, Python Development, Python, Data Structures, IT Skills, Coding","object oriented programming, Python Development, Python, Data Structures, IT Skills, Coding","Pune, Bengaluru",2-7,Data Science,Naukri
Python Developer,"Mining, Computer science, Data analysis, Analytical, Machine learning, Mathematics, Stock market, Statistics","Mining, Computer science, Data analysis, Analytical, Machine learning, Mathematics, Stock market, Statistics","Mumbai, Bengaluru",5-7,Data Science,Naukri
Python Developer (Fully Remote/WFH ),"Algorithms, Data Structures, Python, design, Node.Js, Python Development","Algorithms, Data Structures, Python, design, Node.Js, Python Development","Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",3-7,Data Science,Naukri
Python Developer,"Python, Python Development, object oriented programming, Data Structures, IT Skills, Coding","Python, Python Development, object oriented programming, Data Structures, IT Skills, Coding","Pune, Bengaluru",2-7,Data Science,Naukri
Python Developer,"Cassandra, data management, ETL, communication, MongoDB, Python, IT Skills, Data analytics","Cassandra, data management, ETL, communication, MongoDB, Python, IT Skills, Data analytics",Bangalore/Bengaluru,3-8,Data Science,Naukri
AI Computer Vision Developer,"IT Skills, Python, Software Development, Machine Learning, Cloud, SAP, Application integration, Computer vision","IT Skills, Python, Software Development, Machine Learning, Cloud, SAP, Application integration, Computer vision",Ahmedabad,3-5,Data Science,Naukri
Datawarehouse Developer,"IT Skills, Python, Software Development, Testing, Cloud, Azure, Computer science, Coding","IT Skills, Python, Software Development, Testing, Cloud, Azure, Computer science, Coding",Bangalore/Bengaluru,4-7,Data Science,Naukri
ACN - Applied Intelligence - CS&S - Retail Analytics - 07,"Retail Analytics, Applied intelligence, Python, Data analysis, Azure, SAS, Power BI, Tableau","Retail Analytics, Applied intelligence, Python, Data analysis, Azure, SAS, Power BI, Tableau",Hyderabad/Secunderabad,8-13,Data Science,Naukri
Java Full Stack Developer with Ofsaa Development team,"Angularjs, java ee, Restful Web Api Development, IT Skills, Java, J2EE, Testing, Cloud","Angularjs, java ee, Restful Web Api Development, IT Skills, Java, J2EE, Testing, Cloud",Trivandrum/Thiruvananthapuram,2-7,Data Science,Naukri
Manager Decision Science,"Product management, Computer science, Business analytics, Analytical, Machine learning, Agile, MATLAB, Monitoring","Product management, Computer science, Business analytics, Analytical, Machine learning, Agile, MATLAB, Monitoring",Hyderabad/Secunderabad,2-5,Data Science,Naukri
SQL Developer,"Performance tuning, Project development, Statistical analysis, Analytical, Design development, PLSQL, Enterprise application integration, System software","Performance tuning, Project development, Statistical analysis, Analytical, Design development, PLSQL, Enterprise application integration, System software","Hyderabad/Secunderabad, Gurgaon/Gurugram",4-8,Data Science,Naukri
Manager - Analytics & Business Insights,"Computer science, Data analysis, SAS, Simulation, Business analysis, Workflow, SPSS, Business intelligence","Computer science, Data analysis, SAS, Simulation, Business analysis, Workflow, SPSS, Business intelligence",Bangalore/Bengaluru,4-6,Data Science,Naukri
Software Development Manager,"Customer management, Automation, Coding, Project management, Debugging, IT Skills, Java, J2EE","Customer management, Automation, Coding, Project management, Debugging, IT Skills, Java, J2EE",Kochi/Cochin,8-10,Data Science,Naukri
Industry Consultant-INDUSTRY.Government: Central/Federal,"Sales, Accounting, Domain Expert, query, Taxation, Indirect taxation","Sales, Accounting, Domain Expert, query, Taxation, Indirect taxation",Gurgaon/Gurugram,5-10,Data Science,Naukri
Scrum Master,"Procurement, Computer science, Conflict resolution, Agile, Healthcare, Genetics, Scrum, PWD","Procurement, Computer science, Conflict resolution, Agile, Healthcare, Genetics, Scrum, PWD",Bangalore/Bengaluru,5-8,Data Science,Naukri
Front End Developer | SE II | Chegg India,"Javascript, HTML, React.Js, CSS","Javascript, HTML, React.Js, CSS",Delhi / NCR,3-5,Data Science,Naukri
Front End Developer | SE-I | Chegg India,"Javascript, HTML, React.Js, CSS","Javascript, HTML, React.Js, CSS",Delhi / NCR,1-3,Data Science,Naukri
Backend Developer || SE-1,"spring, Java, microservices","spring, Java, microservices",Delhi / NCR,1-3,Data Science,Naukri
Datawarehouse Developer,"Automation, MySQL, Datastage, Healthcare, Informatica, Oracle, Business intelligence, Data warehousing","Automation, MySQL, Datastage, Healthcare, Informatica, Oracle, Business intelligence, Data warehousing",Bangalore/Bengaluru,4-7,Data Science,Naukri
Software Architect - Full Stack Java ( Angular/React),"IT Skills, Java, Quality Assurance, Cloud, Node.js, HTML, CSS, Software Development","IT Skills, Java, Quality Assurance, Cloud, Node.js, HTML, CSS, Software Development",Hyderabad/Secunderabad,10-12,Data Science,Naukri
Python - AI/ML || Technical Architect,"Technical Architect, Api Gateway, Docker, Django Framework, Microservices architecture, Azure Devops, Python, Kubernetes","Technical Architect, Api Gateway, Docker, Django Framework, Microservices architecture, Azure Devops, Python, Kubernetes",Gurgaon/Gurugram,10-18,Data Science,Naukri
Manager - Analytics & Business Insights,"Java, R, Scala, Computer Science, Big Data, Data Analysis, Data Visualization, Data Analytics","Java, R, Scala, Computer Science, Big Data, Data Analysis, Data Visualization, Data Analytics",Bangalore/Bengaluru,3-6,Data Science,Naukri
QA Manager,"AZURE, GCP, AWS, POSTMAN, SOAP UI, Data Scientists, Test Scenarios, RestFul","AZURE, GCP, AWS, POSTMAN, SOAP UI, Data Scientists, Test Scenarios, RestFul",Hyderabad/Secunderabad,10-15,Data Science,Naukri
Datawarehouse Developer,"Azure Data Factory, PySpark, Azure, Data lake, CICD, notebooks development, Devops, Azure cloud","Azure Data Factory, PySpark, Azure, Data lake, CICD, notebooks development, Devops, Azure cloud",Bangalore/Bengaluru,1-5,Data Science,Naukri
Sales Operations Specialist (Customer Success),"IT Skills, Project Management, BPO, project management, data analysis, Sales, Sales operations, Diversity and Inclusion","IT Skills, Project Management, BPO, project management, data analysis, Sales, Sales operations, Diversity and Inclusion",Hyderabad/Secunderabad,1-4,Data Science,Naukri
Opening - Business Value Architect (Process Mining),"Process Mining, IT Skills, RPA, management consulting, strategy consulting, process improvement","Process Mining, IT Skills, RPA, management consulting, strategy consulting, process improvement","Pune, Chennai, Mumbai (All Areas)",2-5,Data Science,Naukri
ACN - Applied Intelligence - CS&S - LS Analytics - 09,"Consulting, SQL, Python, written communication, communication, project management, IT Skills, Digital Marketing","Consulting, SQL, Python, written communication, communication, project management, IT Skills, Digital Marketing",Pune,8-12,Data Science,Naukri
Manager Analytics - Payment Risk,"Automation, Web analytics, Project management, Machine learning, Instrumentation, Scheduling, QlikView, Data mining","Automation, Web analytics, Project management, Machine learning, Instrumentation, Scheduling, QlikView, Data mining",Bangalore/Bengaluru,3-6,Data Science,Naukri
Architect_Data Platform,"Performance tuning, RDBMS, Coding, MySQL, Workflow, OLAP, Teradata, Open source","Performance tuning, RDBMS, Coding, MySQL, Workflow, OLAP, Teradata, Open source",Bangalore/Bengaluru,5-15,Data Science,Naukri
